柔軟	róuruăn	supple	我們說：「需要一個強壯的背脊，但柔軟的顏面。」
整整	zhěngzhěn	whole	才告訴她這個錯誤，然後這個越南女士幫她惡補了整整二天，
加上	jiāshàng	plus	但因為熟知我父親的為人，加上他不斷強調自己是和平主義和反暴力者
歷屆	lìjiè	Previous	我獲認為紐約市立學院歷屆最傑出的舊生之一。(眾笑)
提名	tímíng	nominate	給一群各方提名來的學員，然后把這個幻燈片，
拼	pīn	put together	他們會煮飯, 打掃, 買東西, 購物血拼, 蓋房子, 但是, 他們並沒有出現。
補給	bŭgěi	supply	每一個人都帶著氧氣面罩。你的氧氣補給非常有限
人次	réncì	people	帶有標記的海龜，帶來四百萬人次的點閱數
由來	yóulái	origin	嗯，有一些政治的理由來解釋為什麼人們會喜歡心靈白板論。
股	gŭ	share	看見一股蒸汽從地下冒出來，然後我就想：『這是什麼造成的呢？』而這個……
謀生	móushēng	make a living	現在外面的人都對你們說些什麼，還有你們怎麼謀生活，
情婦	qíngfù	mistress	你今年多了一個性伴侶－長期的、女友、情婦也好
傻瓜	shăguā	fool	我是個傻瓜，我上了草的當！草生存的目標就是戰勝大樹，
拖累	tuōlèi	encumber	族長對他們說：「對不起，我們不能帶你們走，你們會拖累我們，
端正	duānzhèng	proper	或是無法端正寫字讓大家看懂，
飛翔	fēixiáng	fly	現在大腦就像一個我們可以在其中飛翔並與之互動的世界。
附上	fùshàng	enclose	這是你鄰居的用電量，你做得不錯。」附上一個笑臉，
互惠	hùhuì	Mutual	結論是，我覺得我們應該建立生物互惠學的機制，就像我所展示的，
用途	yòngtú	use	（警告：這個特製的鍍銀頭盔只能作裝飾用途，無實際保護功能）
釘	dìng	nail	丹•柯蒂斯將一些鋼釘——非常簡單的型號-裝在機器人上——
競選	jìngxuăn	Campaign	在美國，我相信你們在這次的總統競選中都看到了對於改變的渴望，
延續	yánxù	continuation	我並不回答，因為我並不是「延續」我以前做的事，而是我就和以前的我一樣
局面	júmiàn	situation	而她們絕對有能力使用非侵略性的方式化解這些局面。
各界	gèjiè	all circles	社會菁英、家長、圖書館員、專業人士以及其他各界人士
家家戶戶	jiājiāhùhù	Families	於是他們決定使北阿拉巴馬州家家戶戶都能防蚊.
再三	zàisān	repeatedly	我的意思是，那大概是再三次的滾石樂團再見演唱會之後。
財政	cáizhèng	finance	當然我發現他們沒有歸檔，事實上財政部長也沒有要求他們要這麼做。
法官	făguān	judge	是的，法官說可以了，但是前提是這位父親必須離開家裡到外面的旅館去住。
保姆	băomŭ	nanny	“你知道嗎，我阿姨的姊姊的保姆的狗的雞去中國了
鯨魚	jīngyú	whale	他可能自己沒意識到，但是他的確寫了一首關於鯨魚愛愛的歌：
事務	shìwù	affairs	因為這些事務中都包含一個深奧的道德,所以不平凡.(一花一世界）
動脈	dòngmài	arteries	在我們阻斷豬的動脈來模擬心臟病發之前，這就是那個訊號。
嘴唇	zuǐchún	lip	長鼻子, 彎曲的嘴唇及小的發育良好的下巴.
點子	diănzi	Idea	這個點子是--因為大家易忽略白色--就像鉛筆畫一樣，你知道吧？
欄	lán	column	我爸爸是個雙語的大學教授。他的嗜好是象棋、 橋牌、 寫專欄
栽	zāi	plant	就是當我們如果能用不急不徐的速度栽種，煮，食用食物時，
設想	shèxiăng	conceive	我們就有了千奇百怪的設想。可能那裡存在甲烷做的雲，是吧，
壺	hú	jug	牙仙子和茶壺不可知論者的更恰當的稱號來往在我們的旗號上
怪不得	guàibùdé	no wonder	怪不得當我們趕往编劇罷工現場的時候，奇怪的事情會發生了。
若干	ruògān	Several	每一顆恆星都像太陽一樣，有若干行星環繞著它運行。
青春	qīngchūn	youth	現在當我看著自己的手指都模模糊糊時，我知道青春一去不復返了。
無線電	wúxiàndià	radio	將廣播商業化的美國無線電公司的大衛·沙諾夫(美國商業無線電和電視的先驅)說過，
空談	kōngtán	Talk	培育未來世界的幼苗，但我們不靠理論空談，
名堂	míngtáng	Hall of Fame	低到我們一定可以做出點名堂來
老頭	lăotóu	geezer	很幸運地是，我觀察到一隻雄性黑猩猩，我叫他大偉老頭
利率	lìlǜ	interest rate	把化肥料的費用和小額信貸的利率減低了百分之三十
靈	líng	spirit	屍體無法下葬，這在古希臘傳統之中就意味著赫克托的靈魂會一直遊蕩，不得安息
志趣	zhìqù	inclination	是因為教育無法滿足內心的志趣
不等	bùděng	Range	每一個隊伍的研發成本從一百萬到兩千五百萬不等。
每每	měiměi	often	每每都具法律的作用,
飛快	fēikuài	Fast	像病毒一樣，猶如在雷達偵測下飛快傳播著
組裝	zŭzhuāng	assemble	放到屋頂上面，讓它自我組裝成可以轉換光能的層狀結構。
體積	tǐjī	volume	金屬物體（人造衛星） - 雖然體積不大，最多只有幾噸重 
趣味	qùwèi	interesting	我們為了趣味去做 或者像奧林匹亞選手們 為職業去做
良機	liángjī	Opportunity	錯失這一良機的損失將難以估量。
大便	dàbiàn	defecate	而這是另一種我剛所提的"往牆上丟大便"的藥物學手法：
泡	pào	soak	這是大衛．艾倫．哈非在西班牙的肥皂泡泡迪斯可舞廳所拍攝的照片，
腸	cháng	intestines	所有的家長都坐在停車場吃從後車廂拿出來的食物 -- 只有英國人 -- 吃臘腸。他們好愛吃臘腸（笑聲）
牙科	yákē	dentistry	那些又酷又帥的醫生並非無緣無故的混在牙科。
賤	jiàn	cheap	他們才發現所謂的「工作」環境髒亂、危險而且低賤。
困擾	kùnrăo	haunt	充氣後，可以被輕易地揭掉，不會帶來小困擾，而且還具有防水功能。
哩	lī	mile	大衛：他現在要幫我接通電話，他還沒告訴我電話號碼哩...
切實	qièshí	Real	當他靠近的時候他比需把他的眼睛閉起來,因為一切實在太噁心了!
空運	kōngyùn	airlift	空軍，在戰略上的空運中也要兩條腿走路
於	yú	in	「天啊！終於！隨之而來的東西太多了，虛擬現實、神經操縱、夢幻仿真......神經編碼、記憶編輯、心理障礙治療，未來太美好了！」
先進	xiānjìn	Advanced	這麼做對我們也大有好處，如果在開拓的過程中我們遇上了另一隻先進物種，
融洽	róngqià	harmonious	那你們相處融洽嗎？我當然希望這樣。
提拔	tíbá	Promoted	像現在在工作上，我也得到了一些上司的認同以及提拔。
封閉	fēngbì	Closed	但是他們的系統是封閉，所以不能從印表機裡把東西印出來，
紅利	hónglì	dividend	有時候猴子拿不到任何紅利，所以牠不會多拿任何葡萄。
顛覆	diānfù	subversion	所以必然潛藏一個絕對顛覆性的科技，我猜，它在某些層面上也為你讓人們能夠有規模的上火星的夢想鋪路。
拖延	tuōyán	procrastinate	都是為了拖延--直到第五幕哈姆雷特才可以殺了他的叔父。
審判	shěnpàn	trial	伽利略--因為受到宗教法廷的審判，所以他不得不禮貌一點：
朝氣	zhāoqì	Vitality	和稀疏的白髮、流露出一種奇妙的活力和朝氣，
攻擊	gōngjí	attack	使用多個零日攻擊 (註: 指利用軟體未修補漏洞進行攻擊)
走廊	zǒuláng	corridor	好萊塢為了它的電影必須花數百萬美金去將一個小市區走廊圖像數位化
口吻	kǒuwěn	snout	也就是說 這邊報告是用孩子們的口吻所寫的
予以	yŭyǐ	Be	這個詞的含義變成了，對一組命題進行理智的考量後予以認可，也就是信條
海拔	hăibá	elevation	在我們下一代的有生之年，世界上低海拔的城市都會消失。
撒	sā	sprinkle	但是有一次為了拍攝有關早期基督教的影片時，我去了趟耶路撒冷
度過	dùguò	spend	作為一個在麻省理工學院還有哈佛度過整個職涯的白種人
押	yā	detain	你最好弄清楚自己為什麼押注在你所押注的這件事物上。
假象	jiăxiàng	illusion	當我們沒有搜索時，我們有了疾病被消除的假象。
雷同	léitóng	Identical	少數字母和某些出土文字雷同，能夠辨識
賣座	màizuò	Grossing	或是一部兩億的賣座電影。
停留	tíngliú	remain	所以我們需要做得更多，而不再只是停留在提供人們網路這樣的程度
避孕	bìyùn	contraception	女人就說："我們也同意，我們會用避孕藥，
脫身	tuōshēn	Get out	農夫就可從貧窮脫身。他們喜歡這樣的計劃
轉手	zhuănshǒu	Change hands	每轉手一次，就換一次包裝，
沉思	chénsī	contemplation	他們在夜空下圍著營火，躺下仰望繁星，百萬年前就開始沉思這個問題。
檢討	jiăntăo	Review	讓我們對兩者都檢討一下，第一，大趨勢
木料	mùliào	timber	與猩猩一起共事生活，他們可以利用廢木料作工藝品。
裝配	zhuāngpèi	assemble	這裡的裝配工人每天需要以這樣的速度工作十個小時
強權	qiángquán	power	這個我們都認為 應該出現在這個地區的新興強權國家
落選	luòxuăn	Unsuccessful	也參加兩屆的美國參議員競選但兩次都落選.
生人	shēngrén	stranger	'你會用電刑處死一個陌生人嗎？ ' ' 不可能，我肯定不會，我是個好人。 "
混濁	hùnzhuó	turbid	釀造過程中啤酒會產生很多混濁的物質，
犯錯	fàncuò	err	身為父母的我們會有這種反應，但其實我們小時候也會犯錯。
禮貌	lǐmào	courtesy	也許你們當中的很多人都讚同我們這個大家都要尊敬宗教的有禮貌的文化信念，
改觀	găiguān	Change	讀過雜誌、或自己的小屋沒有起火的人心裡已有改觀。
暴雨	bàoyŭ	rainstorm	所以我可以做到的是，把「暴雨」改編，
優先	yōuxiān	precedence	我做事優先權改變了。我不再害怕去做那些讓我感到快樂的事。
新穎	xīnyǐng	novel	但實際上到底做了什麼呢？大家知道，這是一個新穎的想法，
操縱	cāozòng	manipulate	「天啊！終於！隨之而來的東西太多了，虛擬現實、神經操縱、夢幻仿真......神經編碼、記憶編輯、心理障礙治療，未來太美好了！」
艱鉅	jiānjù	arduous	所以讓公立學校恢復功能是一項艱鉅的挑戰，
加重	jiāzhòng	aggravate	這些屋頂會加重都市熱島效應，並在烈焰下漸漸變質，
預測	yùcè	forecast	一個圓圈,或環形。這被稱為「愛因斯坦環」--因為愛因斯坦首先預測到這個現象
勸導	quàndăo	Persuade	勸導其他女人也做同樣的事
美滿	měimăn	Happy	一位卡波格拉斯症候的病人有了美滿的結局
歲月	suìyuè	years	這實際上是我們在以前的空氣潛水歲月裡發現的，空氣潛水差勁的歲月
投入	tóurù	input	卻未曾真正在小行星撞擊地球這個課題上投入很多。而這是完全可以避免的。
保齡球	băolíngqi	bowling	這個人在他自己的後院舖了一條保齡球道
模式	móshì	mode	從這個意義上，我們看到的將是一場舊有工業模式與新開源經濟模式之間的拉鋸戰
相仿	xiāngfăng	similar	在一位年紀與我相仿的匈牙利物理學家隔壁
拍子	pāizi	beat	它僅是音調、寂靜、和拍子的設計組合。
按摩	ànmó	massage	以及, 最有趣的, 一個按摩治療師-
權威	quánwēi	authority	授予我證書的權威代表，包括鋪設屋頂的工人、鐵路工人、搭建烤爐的工人
專制	zhuānzhì	despotic	資源需求的熱潮在民主體制下，比專制下的結果還糟糕
派遣	pàiqiăn	dispatch	在不久的將來，完全自動化的機器人會被派遣到戰場上。
張開	zhāngkāi	Open	如果你去思考這件事、如果你張開眼睛看看這個可能性，
一度	yídù	once	也就是一年一度送出有翅的新蟻后與公蟻，讓他們飛到外面交配。
出發點	chūfādiăn	starting point	我覺他們的出發點是好的，但我如果答應了這些邀約
周密	zhōumì	careful	它們仍屬野生，並且受到保護——絕對周密的保護。
實況	shíkuàng	Live	用市區的實況鏡頭來向你展示交通狀況吧， 市長先生
統制	tǒngzhì	control	因此，第一個問題是關於統制駕馭。
當	dāng	while	當這些語詞進到耳裡，人們聽到的是:「去做瘋狂的事，不然我開除你。」為什麼會這樣?（笑聲）因為 — —
喜悅	xǐyuè	joy	該挪出個位子，與他在一個相親相愛的家庭裡分享生命的喜悅。」
所以然	suǒyǐrán	So it is	事實上，從數據上根本看不出個所以然來。
全力	quánlì	Full	這個私人和公共的合作，同時融合了安全力量的項目，
剝削	bōxuè	exploit	我反而是對那些超會剝削在政治上處於弱勢社區的人，
俏	qiào	pretty	我爸要我試著讀《哈迪男孩》，我也試過《神探俏佳人》，
軟弱	ruănruò	weak	我害怕真實的我，我害怕誠實的我，我害怕軟弱的我，
